SK_ID_CURR,pd_raw,pd_calibrated,band,TARGET
101394,0.38957724599326926,0.057692307692307696,Elevated,0
101395,0.18464556839552018,0.02663230240549828,Medium,0
101396,0.3135020965812558,0.04590570719602978,Elevated,0
101397,0.2698420629117309,0.032682705401724924,Medium,0
101400,0.23401013864557543,0.02663230240549828,Medium,0
101402,0.24294084813944414,0.032682705401724924,Medium,0
101403,0.25688070391190165,0.032682705401724924,Medium,0
101404,0.14715327934098665,0.01768172888015717,Low,0
101405,0.16579237624146098,0.02303030303030303,Low,0
101406,0.4627712167440388,0.07894736842105263,High,1
101407,0.3471630032497665,0.05174353205849269,Elevated,0
101408,0.37294055580958124,0.05702917771883289,Elevated,0
101409,0.4522455006244323,0.07894736842105263,High,0
101410,0.7733034443172538,0.28125,Very High,0
101411,0.08351477061301034,0.01112099644128114,Low,0
101413,0.32143226334600605,0.04590570719602978,Elevated,0
101414,0.2038017801721494,0.02663230240549828,Medium,0
101415,0.40027062709101996,0.07317073170731707,Elevated,0
101416,0.2402699682871379,0.031141868512110725,Medium,0
101417,0.40291086806129506,0.07317073170731707,Elevated,0
101418,0.5975798746001758,0.1445874337623013,Very High,0
101419,0.13477967632544471,0.01768172888015717,Low,0
101420,0.7560232789780558,0.22916666666666666,Very High,1
101421,0.3588356592538156,0.05174353205849269,Elevated,0
101422,0.5886930155642264,0.12500000000000003,Very High,0
101423,0.7424046172360599,0.1976401179941003,Very High,0
101424,0.07977079176393015,0.01112099644128114,Low,0
101425,0.1455112317689688,0.01768172888015717,Low,0
101430,0.21692027289082197,0.02663230240549828,Medium,0
101431,0.550526394757034,0.10879247000572033,High,0
101432,0.2895499978823382,0.03659976387249114,Elevated,0
101433,0.13574329718309278,0.01768172888015717,Low,0
101435,0.6775041185523898,0.17524235645041011,Very High,0
101436,0.4718290958751809,0.08342133051742344,High,0
101437,0.06935700372264364,0.010554089709762533,Very Low,0
101438,0.6985308617037138,0.17524235645041011,Very High,0
101439,0.24477961589428138,0.032682705401724924,Medium,0
101441,0.6158960154149794,0.1445874337623013,Very High,0
101442,0.19814595880247593,0.02663230240549828,Medium,0
101443,0.2859877401032664,0.03659976387249114,Elevated,0
101444,0.7933978369490365,0.298989898989899,Very High,1
101445,0.5876869167198295,0.12500000000000003,Very High,0
101446,0.17182574225152128,0.02303030303030303,Low,0
101447,0.5306262536086732,0.10837887067395265,High,0
101450,0.11482830082367178,0.01112099644128114,Low,0
101451,0.3038805614484125,0.04590570719602978,Elevated,0
101452,0.16402816494980071,0.02303030303030303,Low,0
101453,0.7451335251151328,0.22085889570552147,Very High,0
101454,0.3407003951781292,0.04590570719602978,Elevated,0
101455,0.46779159519590896,0.07894736842105263,High,0
101456,0.6818886868026871,0.17524235645041011,Very High,0
101457,0.4611109310216546,0.07894736842105263,High,0
101458,0.7193591568006709,0.1976401179941003,Very High,1
101459,0.28530298568672974,0.03659976387249114,Elevated,0
101460,0.3710619091994034,0.05702917771883289,Elevated,0
101461,0.08428983785922746,0.01112099644128114,Low,0
101462,0.44912525698047473,0.07894736842105263,High,0
101463,0.30252421114473166,0.04590570719602978,Elevated,0
101464,0.09571725448948339,0.01112099644128114,Low,0
101466,0.3656053453176772,0.05702917771883289,Elevated,0
101468,0.19655704557272358,0.02663230240549828,Medium,0
101469,0.37594525385910815,0.05702917771883289,Elevated,0
101470,0.19564015484498679,0.02663230240549828,Medium,0
101471,0.3063443374526733,0.04590570719602978,Elevated,0
101473,0.32866804837611213,0.04590570719602978,Elevated,0
101474,0.509235969106508,0.10354223433242507,High,1
101475,0.17162137752040932,0.02303030303030303,Low,0
101476,0.5113341729032774,0.10354223433242507,High,0
101477,0.3875994703070637,0.057692307692307696,Elevated,0
101479,0.5214924882856069,0.10837887067395265,High,0
101480,0.45564171283523874,0.07894736842105263,High,0
101481,0.47673162394647295,0.08342133051742344,High,0
101482,0.08262192050133234,0.01112099644128114,Low,0
101483,0.7186583214398087,0.1976401179941003,Very High,0
101484,0.6645858123932308,0.17524235645041011,Very High,1
101485,0.3665686320399706,0.05702917771883289,Elevated,0
101486,0.43279671033454564,0.07894736842105263,High,0
101487,0.26174819017459366,0.032682705401724924,Medium,0
101488,0.25645317238656706,0.032682705401724924,Medium,0
101489,0.7256876243162526,0.1976401179941003,Very High,0
101490,0.1613319429184781,0.02303030303030303,Low,0
101491,0.38860075860430304,0.057692307692307696,Elevated,0
101492,0.3908838050393615,0.07317073170731707,Elevated,0
101493,0.16684906016767473,0.02303030303030303,Low,0
101494,0.37634386335967585,0.057692307692307696,Elevated,0
101495,0.6165540099913714,0.1445874337623013,Very High,1
101496,0.03945581303736323,0.0030303030303030303,Very Low,0
101498,0.0706048169344934,0.010554089709762533,Very Low,0
101499,0.3964469084051322,0.07317073170731707,Elevated,0
101500,0.35888002494853555,0.05174353205849269,Elevated,0
101501,0.42381686177197864,0.07894736842105263,High,0
101502,0.2817300463201921,0.03659976387249114,Elevated,0
101503,0.06501885889695366,0.010554089709762533,Very Low,0
101505,0.7566093772126361,0.22916666666666666,Very High,0
101506,0.5889366539840566,0.12500000000000003,Very High,0
101507,0.42863630529991437,0.07894736842105263,High,0
101508,0.10624225487077638,0.01112099644128114,Low,0
101509,0.2113150586903481,0.02663230240549828,Medium,0
101510,0.11930062612997475,0.01112099644128114,Low,0
101511,0.41537620774169476,0.07894736842105263,High,0
101512,0.5097907035298354,0.10354223433242507,High,0
101513,0.18904507711402668,0.02663230240549828,Medium,0
101514,0.4197000618459791,0.07894736842105263,High,0
101515,0.5766498033671085,0.12500000000000003,Very High,1
101516,0.760577182595667,0.22916666666666666,Very High,1
101517,0.23369174062192152,0.02663230240549828,Medium,0
101518,0.5185886875692064,0.10354223433242507,High,0
101519,0.13111333379825685,0.01768172888015717,Low,0
101520,0.7603135477595702,0.22916666666666666,Very High,0
101521,0.5069146905012893,0.0873015873015873,High,0
101522,0.3941136264763344,0.07317073170731707,Elevated,0
101523,0.1782574907707501,0.02663230240549828,Medium,0
101524,0.2135269772161948,0.02663230240549828,Medium,0
101525,0.2309784088571003,0.02663230240549828,Medium,0
101526,0.4659996587356524,0.07894736842105263,High,0
101527,0.3331518863142471,0.04590570719602978,Elevated,0
101528,0.5206491669549075,0.10837887067395265,High,0
101529,0.6674035502842741,0.17524235645041011,Very High,0
101530,0.2778340008093446,0.032682705401724924,Medium,0
101531,0.5827532408678695,0.12500000000000003,Very High,1
101532,0.43719561215640346,0.07894736842105263,High,0
101533,0.36960272884186784,0.05702917771883289,Elevated,0
101534,0.20072149728995703,0.02663230240549828,Medium,0
101535,0.08605808692398481,0.01112099644128114,Low,0
101536,0.528626516395558,0.10837887067395265,High,0
101537,0.8013960538143808,0.298989898989899,Very High,0
101538,0.5949455528227467,0.12500000000000003,Very High,1
101539,0.19685089573376463,0.02663230240549828,Medium,0
101540,0.14483978428515065,0.01768172888015717,Low,0
101541,0.4663065760652638,0.07894736842105263,High,1
101542,0.38267292250099744,0.057692307692307696,Elevated,0
101543,0.34841429894806863,0.05174353205849269,Elevated,0
101544,0.25938054016425205,0.032682705401724924,Medium,0
101545,0.11878677225525901,0.01112099644128114,Low,0
101546,0.10890020830426196,0.01112099644128114,Low,0
101549,0.14559664128791447,0.01768172888015717,Low,0
101550,0.08792385296847818,0.01112099644128114,Low,0
101551,0.1958083704925249,0.02663230240549828,Medium,0
101552,0.2959359601593152,0.04590570719602978,Elevated,0
101553,0.626644933845096,0.1445874337623013,Very High,0
101554,0.5604771387006778,0.11627906976744186,High,0
101556,0.03724340292539444,0.0030303030303030303,Very Low,0
101557,0.24830562491925912,0.032682705401724924,Medium,0
101558,0.20360137026085562,0.02663230240549828,Medium,0
101559,0.7241058553629751,0.1976401179941003,Very High,1
101560,0.7192423782795089,0.1976401179941003,Very High,0
101561,0.4509870254702589,0.07894736842105263,High,0
101562,0.6601975275695273,0.17524235645041011,Very High,0
101563,0.1689474604240303,0.02303030303030303,Low,0
101564,0.8627677652196996,0.39655172413793105,Very High,1
101565,0.2726378427693809,0.032682705401724924,Medium,0
101566,0.1247362566868921,0.01768172888015717,Low,0
101567,0.270344965388329,0.032682705401724924,Medium,0
101568,0.1816702176622679,0.02663230240549828,Medium,0
101569,0.10480542800781273,0.01112099644128114,Low,0
101571,0.1889675307463811,0.02663230240549828,Medium,0
101573,0.6451559125007669,0.14545454545454545,Very High,0
101574,0.7272043748119283,0.1976401179941003,Very High,1
101575,0.6697023282995783,0.17524235645041011,Very High,1
101576,0.20286958622651374,0.02663230240549828,Medium,0
101577,0.24748018248828232,0.032682705401724924,Medium,0
101579,0.7003393843513914,0.17524235645041011,Very High,0
101581,0.2861962851692044,0.03659976387249114,Elevated,0
101582,0.2947351763086883,0.03659976387249114,Elevated,0
101583,0.08847845723401015,0.01112099644128114,Low,0
101584,0.6191615493709621,0.1445874337623013,Very High,0
101585,0.5802963151800955,0.12500000000000003,Very High,0
101586,0.18000212220324194,0.02663230240549828,Medium,0
101587,0.18238313988754531,0.02663230240549828,Medium,0
101589,0.7189399114889765,0.1976401179941003,Very High,0
101590,0.47415203183460236,0.08342133051742344,High,0
101591,0.1423588219574978,0.01768172888015717,Low,0
101592,0.39570505987590765,0.07317073170731707,Elevated,0
101593,0.42743748016449085,0.07894736842105263,High,0
101594,0.2912857911016428,0.03659976387249114,Elevated,0
101595,0.327462083501819,0.04590570719602978,Elevated,0
101596,0.298884811274165,0.04590570719602978,Elevated,0
101597,0.1883901098808709,0.02663230240549828,Medium,0
101598,0.47489216059872696,0.08342133051742344,High,0
101599,0.7203869477385942,0.1976401179941003,Very High,0
101600,0.0955256417518126,0.01112099644128114,Low,0
101601,0.4316646888904416,0.07894736842105263,High,0
101603,0.5297461544098514,0.10837887067395265,High,0
101604,0.17088397516366444,0.02303030303030303,Low,0
101605,0.11144231905081871,0.01112099644128114,Low,0
101606,0.4597925373422429,0.07894736842105263,High,0
101607,0.09508983206213314,0.01112099644128114,Low,0
101608,0.18314013813517743,0.02663230240549828,Medium,0
101609,0.5145609691865546,0.10354223433242507,High,0
101611,0.47120157798514156,0.08342133051742344,High,0
101612,0.33741896469688465,0.04590570719602978,Elevated,0
101613,0.4055678430295578,0.07432432432432433,Elevated,0
101615,0.31093851055994287,0.04590570719602978,Elevated,0
101617,0.6937965048318342,0.17524235645041011,Very High,1
101618,0.511111872181675,0.10354223433242507,High,0
101619,0.01257688141493789,0.0,Very Low,0
101620,0.5055457696481477,0.0873015873015873,High,0
101621,0.12809812922487163,0.01768172888015717,Low,0
101622,0.30617827646771795,0.04590570719602978,Elevated,0
101623,0.32012546242542,0.04590570719602978,Elevated,0
101624,0.24928480175123593,0.032682705401724924,Medium,0
101625,0.8170786925407322,0.3241252302025783,Very High,0
101626,0.2468911681788287,0.032682705401724924,Medium,0
101627,0.4008236118662691,0.07317073170731707,Elevated,0
101628,0.09621387567418346,0.01112099644128114,Low,0
101629,0.14948737674889234,0.01768172888015717,Low,0
101630,0.1670515279702304,0.02303030303030303,Low,0
101631,0.13243690411228184,0.01768172888015717,Low,0
101632,0.7356545085525716,0.1976401179941003,Very High,0
101633,0.1947618885822241,0.02663230240549828,Medium,0
101634,0.29863057020114736,0.04590570719602978,Elevated,0
101635,0.09114023987163229,0.01112099644128114,Low,0
101636,0.26543773962715767,0.032682705401724924,Medium,0
101637,0.37713846233413995,0.057692307692307696,Elevated,0
101638,0.05438210282707159,0.0030303030303030303,Very Low,0
101639,0.39514680531617263,0.07317073170731707,Elevated,0
101640,0.14317924974361845,0.01768172888015717,Low,0
101641,0.23026389685852905,0.02663230240549828,Medium,0
101642,0.6821086533172411,0.17524235645041011,Very High,0
101645,0.5064808539149483,0.0873015873015873,High,0
101646,0.7605684117488393,0.22916666666666666,Very High,1
101647,0.038679115242511934,0.0030303030303030303,Very Low,0
101648,0.5277085366811398,0.10837887067395265,High,0
101651,0.35149394343914053,0.05174353205849269,Elevated,0
101652,0.41561241567277424,0.07894736842105263,High,0
101653,0.19106466519858342,0.02663230240549828,Medium,0
101654,0.06652155368314015,0.010554089709762533,Very Low,0
101655,0.12863206662081367,0.01768172888015717,Low,0
101656,0.29528930328075165,0.03659976387249114,Elevated,0
101657,0.15813669671944822,0.01768172888015717,Low,0
101658,0.333490575801935,0.04590570719602978,Elevated,0
101659,0.3868470079709512,0.057692307692307696,Elevated,0
101660,0.3142530823172365,0.04590570719602978,Elevated,0
101661,0.18322005234214403,0.02663230240549828,Medium,0
101662,0.5628853528092488,0.11627906976744186,High,0
101663,0.12310508394582068,0.01112099644128114,Low,0
101664,0.6166038887506907,0.1445874337623013,Very High,0
101666,0.2933982915359653,0.03659976387249114,Elevated,0
101668,0.3331619773262447,0.04590570719602978,Elevated,0
101670,0.27350229014635785,0.032682705401724924,Medium,0
101671,0.1903814757234672,0.02663230240549828,Medium,0
101672,0.25280267401219,0.032682705401724924,Medium,0
101673,0.35966354497142167,0.05174353205849269,Elevated,0
101676,0.5117098815232078,0.10354223433242507,High,0
101677,0.04105507856197773,0.0030303030303030303,Very Low,0
101679,0.7066316841227456,0.17524235645041011,Very High,0
101680,0.14812089300650988,0.01768172888015717,Low,0
101681,0.10071083199123385,0.01112099644128114,Low,0
101683,0.4664198648793407,0.07894736842105263,High,0
101684,0.5031450283952792,0.0873015873015873,High,0
101685,0.6348265253535468,0.1445874337623013,Very High,0
101687,0.5923752189546134,0.12500000000000003,Very High,0
101688,0.42186838677423216,0.07894736842105263,High,0
101689,0.48580196485593685,0.08342133051742344,High,0
101690,0.45672755435006795,0.07894736842105263,High,0
101691,0.4326189865924824,0.07894736842105263,High,0
101692,0.6700496675859364,0.17524235645041011,Very High,0
101693,0.23616219130933527,0.031141868512110725,Medium,0
101694,0.14757922320631184,0.01768172888015717,Low,0
101695,0.39582369041343246,0.07317073170731707,Elevated,0
101696,0.2676947121738874,0.032682705401724924,Medium,0
101698,0.1644200385162058,0.02303030303030303,Low,0
101699,0.7323214489726709,0.1976401179941003,Very High,0
101701,0.27356216257038884,0.032682705401724924,Medium,0
101702,0.33983102974287066,0.04590570719602978,Elevated,0
101703,0.3969299161585734,0.07317073170731707,Elevated,0
101704,0.5141179820963333,0.10354223433242507,High,0
101705,0.7825885220077592,0.298989898989899,Very High,1
101706,0.1900271889283333,0.02663230240549828,Medium,0
101707,0.09096955301274035,0.01112099644128114,Low,0
101708,0.281177351419049,0.03659976387249114,Elevated,0
101709,0.4946644806922232,0.08342133051742344,High,0
101710,0.24296987654225796,0.032682705401724924,Medium,0
101712,0.27792376852802575,0.032682705401724924,Medium,0
101713,0.30270398999593706,0.04590570719602978,Elevated,0
101716,0.5407717430430338,0.10837887067395265,High,0
101717,0.39465350424870116,0.07317073170731707,Elevated,0
101718,0.37344634476070626,0.05702917771883289,Elevated,0
101719,0.6315498853881745,0.1445874337623013,Very High,0
101720,0.24336617156468515,0.032682705401724924,Medium,0
101721,0.36300530037648604,0.05702917771883289,Elevated,1
101722,0.319494982465686,0.04590570719602978,Elevated,0
101723,0.8236953843912895,0.3241252302025783,Very High,1
101724,0.125028904107994,0.01768172888015717,Low,0
101725,0.4252892681175505,0.07894736842105263,High,0
101726,0.3770512148802083,0.057692307692307696,Elevated,0
101727,0.5214697422947956,0.10837887067395265,High,0
101729,0.3140099911957927,0.04590570719602978,Elevated,0
101730,0.7285152483212533,0.1976401179941003,Very High,1
101731,0.10338015719783948,0.01112099644128114,Low,0
101733,0.17736139035011914,0.02663230240549828,Medium,0
101734,0.2977930180836452,0.04590570719602978,Elevated,0
101735,0.4524256401828418,0.07894736842105263,High,0
101736,0.7648827089672383,0.22916666666666666,Very High,0
101737,0.3458924895928521,0.05174353205849269,Elevated,0
101738,0.3132331064984105,0.04590570719602978,Elevated,0
101739,0.3085309179673331,0.04590570719602978,Elevated,0
101740,0.10270961712410241,0.01112099644128114,Low,0
101741,0.35827889077828773,0.05174353205849269,Elevated,0
101742,0.5879415751849868,0.12500000000000003,Very High,0
101743,0.34093622950566116,0.04590570719602978,Elevated,0
101744,0.7273738091337835,0.1976401179941003,Very High,0
101745,0.48622105079036576,0.08342133051742344,High,0
101746,0.4029045403638163,0.07317073170731707,Elevated,0
101747,0.04986863159945316,0.0030303030303030303,Very Low,0
101748,0.33930482171514875,0.04590570719602978,Elevated,0
101749,0.3921759086124886,0.07317073170731707,Elevated,0
101750,0.26250402807911005,0.032682705401724924,Medium,0
101751,0.18037138068991446,0.02663230240549828,Medium,0
101752,0.10842113801212515,0.01112099644128114,Low,0
101753,0.5475268592237126,0.10837887067395265,High,0
101754,0.1779082251754909,0.02663230240549828,Medium,0
101755,0.1438982646412595,0.01768172888015717,Low,0
101756,0.08708441202714835,0.01112099644128114,Low,0
101760,0.18507671384004357,0.02663230240549828,Medium,0
101761,0.21400108245283725,0.02663230240549828,Medium,0
101763,0.34818322633356114,0.05174353205849269,Elevated,0
101765,0.5727119049045539,0.12500000000000003,Very High,0
101766,0.3151185653665731,0.04590570719602978,Elevated,0
101767,0.33240106289618754,0.04590570719602978,Elevated,0
101768,0.28382944098462776,0.03659976387249114,Elevated,0
101769,0.1544124775462845,0.01768172888015717,Low,0
101770,0.5135874392938746,0.10354223433242507,High,0
101771,0.5219025474063335,0.10837887067395265,High,0
101772,0.31576557365055075,0.04590570719602978,Elevated,1
101773,0.5346949430632087,0.10837887067395265,High,0
101774,0.5007585002889938,0.0873015873015873,High,0
101775,0.4606693760596313,0.07894736842105263,High,0
101776,0.23641237702866913,0.031141868512110725,Medium,0
101777,0.7482599539758028,0.22085889570552147,Very High,0
101778,0.1408205173207183,0.01768172888015717,Low,0
101779,0.16812420794305946,0.02303030303030303,Low,0
101781,0.3828581179795915,0.057692307692307696,Elevated,0
101782,0.7615081205532699,0.22916666666666666,Very High,0
101783,0.1684452202577183,0.02303030303030303,Low,0
101785,0.4548731768698859,0.07894736842105263,High,0
101786,0.47848509968009634,0.08342133051742344,High,0
101787,0.20948742065115347,0.02663230240549828,Medium,0
101788,0.4950786763386935,0.08342133051742344,High,0
101790,0.2685629410950217,0.032682705401724924,Medium,0
101791,0.12457088351774422,0.01112099644128114,Low,0
101792,0.2517251178040675,0.032682705401724924,Medium,0
101793,0.2772151393305967,0.032682705401724924,Medium,0
101794,0.6170173262691385,0.1445874337623013,Very High,0
101795,0.35851490890501797,0.05174353205849269,Elevated,0
101796,0.7773269695366402,0.298989898989899,Very High,1
101797,0.32807014938495194,0.04590570719602978,Elevated,0
101798,0.13990744269553165,0.01768172888015717,Low,0
101799,0.3209752672813111,0.04590570719602978,Elevated,0
101800,0.2620226916729909,0.032682705401724924,Medium,0
101801,0.09821331286199389,0.01112099644128114,Low,0
101802,0.1361159162542788,0.01768172888015717,Low,0
101803,0.6935585782523366,0.17524235645041011,Very High,1
101804,0.3914162837024569,0.07317073170731707,Elevated,0
101805,0.37495848887053307,0.05702917771883289,Elevated,1
101806,0.18547685506170744,0.02663230240549828,Medium,0
101807,0.621715907756069,0.1445874337623013,Very High,0
101808,0.29871244191095414,0.04590570719602978,Elevated,0
101809,0.3563065651443228,0.05174353205849269,Elevated,0
101810,0.10881419844684762,0.01112099644128114,Low,0
101811,0.28926399777093315,0.03659976387249114,Elevated,0
101812,0.33810531306146163,0.04590570719602978,Elevated,0
101813,0.09774137103796596,0.01112099644128114,Low,0
101814,0.686513935410291,0.17524235645041011,Very High,0
101815,0.6730677421501455,0.17524235645041011,Very High,0
101817,0.3268661868540214,0.04590570719602978,Elevated,0
101818,0.27237904530138224,0.032682705401724924,Medium,0
101820,0.2248687569166943,0.02663230240549828,Medium,0
101821,0.2933903575686902,0.03659976387249114,Elevated,0
101822,0.832026296376243,0.3241252302025783,Very High,0
101823,0.13325475095025738,0.01768172888015717,Low,0
101824,0.0780739072107428,0.01112099644128114,Low,0
101825,0.12573821517772482,0.01768172888015717,Low,0
101826,0.8215836852664999,0.3241252302025783,Very High,0
101828,0.3040015924535205,0.04590570719602978,Elevated,0
101829,0.15279507807634676,0.01768172888015717,Low,0
101830,0.12440401000238481,0.01112099644128114,Low,0
101831,0.7216800767161615,0.1976401179941003,Very High,0
101832,0.21870753093086195,0.02663230240549828,Medium,0
101833,0.6051502464582671,0.1445874337623013,Very High,0
101834,0.8541866426205474,0.39655172413793105,Very High,0
101835,0.22432705330662808,0.02663230240549828,Medium,0
101836,0.3457586729464112,0.05174353205849269,Elevated,0
101837,0.1320873541047584,0.01768172888015717,Low,0
101838,0.1262431164078798,0.01768172888015717,Low,0
101839,0.23912251792245834,0.031141868512110725,Medium,0
101840,0.46105302837413364,0.07894736842105263,High,0
101841,0.1877450642566695,0.02663230240549828,Medium,0
101842,0.6134938429539366,0.1445874337623013,Very High,1
101843,0.519939173765469,0.10837887067395265,High,0
101844,0.08655073268842105,0.01112099644128114,Low,0
101845,0.42878120095173045,0.07894736842105263,High,0
101846,0.5633146280192136,0.11627906976744186,High,0
101847,0.7522605933290002,0.22916666666666666,Very High,0
101848,0.5799056526903775,0.12500000000000003,Very High,0
101849,0.23529610590453262,0.02663230240549828,Medium,0
101850,0.42360980006478444,0.07894736842105263,High,0
101851,0.5502427484409912,0.10837887067395265,High,0
101852,0.3146098760801012,0.04590570719602978,Elevated,0
101853,0.48882352296753573,0.08342133051742344,High,0
101854,0.19108827489263341,0.02663230240549828,Medium,0
101855,0.1973604187646125,0.02663230240549828,Medium,0
101856,0.4731920519947718,0.08342133051742344,High,0
101857,0.10423617559585877,0.01112099644128114,Low,0
101858,0.08722691652046217,0.01112099644128114,Low,0
101859,0.7576429748119174,0.22916666666666666,Very High,1
101860,0.28009339968235264,0.032682705401724924,Medium,0
101861,0.4070438904131627,0.07432432432432433,Elevated,0
101862,0.4049059727246752,0.07432432432432433,Elevated,0
101864,0.46263141655890005,0.07894736842105263,High,0
101865,0.06017512202485652,0.010554089709762533,Very Low,0
101866,0.36097714401918285,0.05174353205849269,Elevated,0
101868,0.7013840389744452,0.17524235645041011,Very High,0
101869,0.4557063860245833,0.07894736842105263,High,0
101871,0.8189685278504831,0.3241252302025783,Very High,1
101872,0.5133985551523664,0.10354223433242507,High,0
101874,0.8193580798463614,0.3241252302025783,Very High,1
101875,0.7374266032999605,0.1976401179941003,Very High,0
101876,0.23651581427903662,0.031141868512110725,Medium,0
101877,0.4322841586367874,0.07894736842105263,High,0
101881,0.3767754823495722,0.057692307692307696,Elevated,0
101882,0.7575045427399232,0.22916666666666666,Very High,0
101883,0.848975754904847,0.3241252302025783,Very High,1
101884,0.2309904851827555,0.02663230240549828,Medium,0
101885,0.6868414461202554,0.17524235645041011,Very High,0
101886,0.3602043385560304,0.05174353205849269,Elevated,0
101888,0.4209594618265301,0.07894736842105263,High,0
101889,0.4145345138337823,0.07894736842105263,High,0
101890,0.2942763687724258,0.03659976387249114,Elevated,0
101891,0.30009296465273416,0.04590570719602978,Elevated,0
101892,0.31892850708376114,0.04590570719602978,Elevated,0
101893,0.15552841668542905,0.01768172888015717,Low,0
101894,0.1600793173579829,0.01768172888015717,Low,0
101895,0.14099017676601713,0.01768172888015717,Low,0
101896,0.2750066863566582,0.032682705401724924,Medium,0
101898,0.523658922806647,0.10837887067395265,High,0
101899,0.254851645339464,0.032682705401724924,Medium,0
101900,0.6750573538765757,0.17524235645041011,Very High,0
101902,0.47501585716266537,0.08342133051742344,High,0
101904,0.26914097601136633,0.032682705401724924,Medium,0
101905,0.3683490369717736,0.05702917771883289,Elevated,0
101906,0.4280804685199104,0.07894736842105263,High,0
101907,0.11221399205379708,0.01112099644128114,Low,0
101908,0.6042302343517532,0.1445874337623013,Very High,0
101909,0.35660146474280524,0.05174353205849269,Elevated,0
101910,0.6698606922116948,0.17524235645041011,Very High,0
101911,0.4505912649254461,0.07894736842105263,High,0
101912,0.196705627954717,0.02663230240549828,Medium,0
101913,0.29640990905083053,0.04590570719602978,Elevated,0
101914,0.11342765955113956,0.01112099644128114,Low,0
101915,0.13553693123235155,0.01768172888015717,Low,0
101916,0.3752921096618366,0.05702917771883289,Elevated,0
101917,0.3821562486969296,0.057692307692307696,Elevated,0
101918,0.07375595154284065,0.01112099644128114,Low,0
101919,0.11807888666243735,0.01112099644128114,Low,0
101923,0.28387047196123477,0.03659976387249114,Elevated,0
101924,0.14089554557628708,0.01768172888015717,Low,0
101925,0.36156241333742317,0.05702917771883289,Elevated,0
101926,0.06422921777537348,0.010554089709762533,Very Low,0
101927,0.10204158852893966,0.01112099644128114,Low,0
101928,0.7787181007352962,0.298989898989899,Very High,0
101929,0.41161846702985505,0.07894736842105263,High,1
101930,0.7325662329570223,0.1976401179941003,Very High,0
101931,0.3009175742401119,0.04590570719602978,Elevated,0
101932,0.1819143862535895,0.02663230240549828,Medium,0
101933,0.649915665742265,0.14545454545454545,Very High,0
101934,0.25055711510044976,0.032682705401724924,Medium,0
101935,0.34440068535244595,0.05174353205849269,Elevated,0
101936,0.2554278923946075,0.032682705401724924,Medium,0
101937,0.708922111160537,0.17524235645041011,Very High,0
101938,0.5299085884416775,0.10837887067395265,High,0
101939,0.03310198185941467,0.0030303030303030303,Very Low,0
101940,0.3320954156138587,0.04590570719602978,Elevated,0
101941,0.47626725051683644,0.08342133051742344,High,0
101942,0.40008445576334184,0.07317073170731707,Elevated,0
101943,0.06513198621303683,0.010554089709762533,Very Low,0
101944,0.5775652776902929,0.12500000000000003,Very High,0
101945,0.37058876369859556,0.05702917771883289,Elevated,0
101946,0.5129592490691116,0.10354223433242507,High,0
101947,0.08568327151648943,0.01112099644128114,Low,0
101948,0.7075576829689219,0.17524235645041011,Very High,0
101949,0.36635123305548817,0.05702917771883289,Elevated,0
101950,0.3954642452664224,0.07317073170731707,Elevated,1
101951,0.10982359980556675,0.01112099644128114,Low,0
101952,0.21551695257888093,0.02663230240549828,Medium,0
101953,0.06610225108159826,0.010554089709762533,Very Low,0
101954,0.1250607641007921,0.01768172888015717,Low,0
101955,0.7526564102481355,0.22916666666666666,Very High,0
101956,0.6327114179202147,0.1445874337623013,Very High,0
101957,0.46935082726677585,0.07894736842105263,High,0
101958,0.16113690899619393,0.01768172888015717,Low,0
101959,0.2797585230952252,0.032682705401724924,Medium,0
101960,0.14535169759281613,0.01768172888015717,Low,0
101963,0.2753576437164501,0.032682705401724924,Medium,0
101964,0.1392035631630652,0.01768172888015717,Low,0
101965,0.6275696703554393,0.1445874337623013,Very High,0
101966,0.2718725168306616,0.032682705401724924,Medium,0
101967,0.21655632568324662,0.02663230240549828,Medium,0
101968,0.11802399068396319,0.01112099644128114,Low,0
101969,0.41252438114652973,0.07894736842105263,High,0
101970,0.4905823152623082,0.08342133051742344,High,1
101972,0.3809399197396262,0.057692307692307696,Elevated,0
101973,0.6380372044090915,0.1445874337623013,Very High,0
101974,0.1037924784890728,0.01112099644128114,Low,0
101975,0.2076030792715177,0.02663230240549828,Medium,0
101977,0.42804171451554573,0.07894736842105263,High,0
101978,0.5316418956440441,0.10837887067395265,High,0
101979,0.21760306056125148,0.02663230240549828,Medium,0
101980,0.616797613329514,0.1445874337623013,Very High,1
101981,0.6770232960212365,0.17524235645041011,Very High,1
101982,0.11735531013408448,0.01112099644128114,Low,0
101983,0.5910096911285946,0.12500000000000003,Very High,1
101984,0.7815720505849151,0.298989898989899,Very High,0
101985,0.3225190514563814,0.04590570719602978,Elevated,0
101986,0.4769584535479647,0.08342133051742344,High,0
101987,0.6670689043475642,0.17524235645041011,Very High,0
101988,0.3886366330938322,0.057692307692307696,Elevated,1
101989,0.6741440160674514,0.17524235645041011,Very High,0
101990,0.43033969714139614,0.07894736842105263,High,0
101991,0.23379566239394337,0.02663230240549828,Medium,0
101992,0.5099571209009386,0.10354223433242507,High,0
101993,0.22535171584986508,0.02663230240549828,Medium,0
101994,0.03502462853327868,0.0030303030303030303,Very Low,0
101995,0.1097138380451568,0.01112099644128114,Low,0
